1.385598e-06,1.162204e-06,-5.613532e-06,-5.409649e-06,-1.150483e-06,3.316356e-06,-1.471150e-05,-5.807624e-08,-7.649911e-06,-5.471543e-06,
1.575119e-05,4.796998e-06,4.290554e-06,-3.645570e-06,-1.021461e-05,1.270746e-05,4.548290e-06,-3.289644e-06,-9.622768e-06,-9.473131e-06,
4.154444e-06,-4.530614e-06,-7.685047e-06,-5.396362e-06,-2.084919e-06,-3.406915e-06,-3.262289e-06,-9.373935e-07,3.618468e-07,5.653131e-08,
-1.545467e-06,-2.627488e-06,-1.259401e-06,-1.519175e-06,-1.180660e-07,1.893508e-06,-2.826290e-06,-3.848551e-06,-2.080112e-06,2.230016e-08,
2.039625e-06,-6.190184e-07,-9.375490e-07,1.426800e-06,5.595537e-07,3.308979e-06,4.264728e-06,-7.866950e-07,6.328117e-08,-3.277956e-07,
1.727793e-06,4.400607e-06,1.049167e-06,-2.675553e-06,-7.215664e-07,2.918591e-06,1.450699e-06,-7.111520e-06,-8.391236e-06,-3.190929e-06,
1.172089e-05,-4.920153e-06,-2.083835e-05,-1.260551e-05,-2.291160e-06,9.091074e-06,1.217887e-05,-5.251736e-06,-4.617866e-06,-3.555133e-06,
3.349175e-06,8.059141e-06,8.234372e-07,-2.778879e-06,-3.706475e-06,5.788806e-06,3.625700e-06,-3.836780e-06,-6.750304e-06,-1.992045e-06,
1.263171e-05,1.074100e-05,-5.849434e-07,-9.759427e-06,-5.947223e-06,1.276033e-05,1.077954e-05,2.881144e-06,-4.914389e-06,-3.041468e-06,
7.037517e-06,6.771845e-06,-4.624910e-06,-1.111429e-05,-6.969141e-06,-4.668099e-07,5.721097e-07,-7.362519e-06,-1.171274e-05,-4.549517e-06,
1.299586e-06,-7.863457e-08,5.325922e-09,-9.811647e-08,-2.019953e-08,1.304617e-06,-7.569464e-08,-3.763113e-07,-3.103322e-07,-4.723990e-08,
3.030056e-07,3.460206e-07,-7.274651e-07,-5.199950e-07,-8.044402e-08,-2.496024e-07,4.382293e-08,-1.725454e-07,1.919070e-07,1.258515e-07,
2.287749e-07,3.766856e-07,2.466824e-07,1.986014e-08,-3.235948e-08,-6.166212e-06,-5.609177e-06,-3.087197e-06,-2.156785e-06,3.861160e-07,
-2.826116e-06,-2.493488e-06,-2.525215e-06,-4.347133e-06,-2.357998e-06,8.494640e-06,1.143968e-05,-4.013005e-06,-1.090984e-05,-7.193366e-06,
1.195085e-05,1.045216e-05,-1.217885e-06,-1.385568e-06,-2.467400e-06,7.440114e-06,7.659311e-06,-4.439247e-06,-4.313072e-06,-2.129296e-06,
