2.256952e-06, 9.038771e-07, -2.259411e-06, -6.649296e-07, 1.189104e-06, 4.364164e-07, -3.151875e-06, -2.151725e-06, 4.800628e-06, 9.681722e-07, 
-3.028303e-07, -8.430060e-07, 6.889730e-07, -3.767499e-08, 3.132137e-07, -4.257349e-07, -1.497884e-06, -2.156539e-06, -5.737479e-06, -1.437265e-06, 
-2.820388e-06, -2.122777e-06, 6.752590e-06, 4.714324e-06, -3.400952e-06, -1.810825e-06, -7.539863e-06, -2.067540e-06, -1.397664e-06, -6.376050e-07, 
6.339001e-06, 2.064881e-06, 5.925676e-08, -2.281744e-06, -2.721755e-06, 1.895137e-06, 3.001461e-06, -1.087137e-06, 7.355156e-06, 6.677124e-06, 
-1.490056e-06, -1.785302e-06, 2.829805e-06, 3.268477e-06, 2.280814e-06, -3.171378e-07, 4.709328e-06, 4.624514e-06, -3.959355e-06, -2.080411e-06, 
5.581064e-06, 4.681343e-06, 2.634074e-06, 5.005360e-07, 4.745772e-06, 3.477626e-06, 6.843314e-07, -3.099345e-07, 3.132587e-06, 1.710931e-06, 
3.096001e-06, 2.087637e-06, 1.434209e-06, 4.538348e-08, -1.129561e-06, 1.637798e-06, -6.704937e-07, 6.747063e-07, 1.359875e-06, 2.521445e-06, 
3.065523e-06, 3.028118e-07, -2.510596e-06, -6.260617e-07, -7.867181e-07, -5.385717e-07, 2.149791e-06, 3.727696e-06, 4.254053e-06, 5.209623e-07, 
-3.745263e-06, -1.249735e-06, -1.479988e-07, -2.611577e-08, -1.653864e-06, -3.235459e-06, 3.901950e-06, 4.733667e-06, -5.659263e-07, -2.851483e-07, 
-1.286724e-06, 1.289087e-06, -3.040869e-06, -4.723775e-06, 2.439062e-08, 4.350952e-07, 4.803674e-06, 2.520544e-06, 6.083536e-06, 3.412702e-06, 
-2.754515e-08, -3.741354e-06, -1.001682e-06, 4.386284e-07, 3.135533e-06, 1.013326e-06, 2.485955e-06, 1.198010e-07, -2.507494e-06, -3.005751e-06, 
-9.410803e-07, 3.559786e-07, 1.465715e-06, -9.863475e-07, -1.769611e-06, -9.457005e-07, -2.937556e-06, -3.363395e-06, -4.892380e-06, -1.657931e-06, 
-3.473701e-07, -2.560857e-06, -3.418812e-06, -1.268305e-06, -5.813467e-06, -5.727122e-07, -1.808032e-06, -2.274459e-06, 3.967121e-07, -8.828471e-08, 
-6.986406e-06, -4.698784e-06, -2.556059e-06, 1.469615e-06, 3.735429e-06, 2.255831e-06, 1.616982e-07, 6.543130e-07, -4.424099e-06, -3.630583e-06, 
-2.438531e-06, 1.535421e-06, 6.036282e-06, 2.697629e-06, 7.744699e-06, 4.913968e-06, -1.779687e-06, -5.084004e-06, -9.928309e-07, 3.865814e-08, 
4.442804e-06, -3.078319e-07, 4.194255e-06, 3.552131e-06, 1.547265e-06, -2.731737e-06, 2.051969e-06, 1.119742e-06, 3.743751e-07, -2.147307e-06, 
-2.491471e-06, -1.450970e-06, -9.452790e-06, -4.155921e-06, -3.159174e-06, -4.624874e-07, -3.761369e-06, -4.266497e-06, -3.858961e-06, -3.565119e-06, 
-5.327500e-06, -1.046110e-06, -1.983124e-06, -1.864376e-06, -2.906282e-06, -1.133175e-06, -4.338654e-06, -5.273751e-06, -6.526480e-06, -8.605294e-07, 
-6.895476e-06, -4.172839e-06, -2.041237e-06, 9.932569e-07, -3.656454e-06, -3.046383e-06, -2.646373e-06, 8.136188e-07, -7.278296e-06, -5.089313e-06, 
-5.027153e-06, 1.994118e-06, 4.133813e-07, 1.273175e-06, -2.427600e-06, -6.864605e-07, -1.360071e-06, -1.565680e-06, -2.551652e-06, -2.456064e-06, 
2.624539e-06, 1.572598e-06, -3.279884e-07, 3.214635e-07, -1.799144e-06, -1.257186e-07, -1.262144e-06, -5.007112e-07, -7.700587e-07, 1.503667e-06, 
-2.763332e-06, -1.815251e-06, 4.604013e-07, -3.830928e-07, 1.718304e-07, 6.404833e-07, -6.273409e-06, -3.138088e-06, -1.773840e-06, -2.203538e-06, 
-1.444323e-06, -2.442390e-06, -4.703199e-07, 1.050229e-06, -4.994432e-06, 1.850494e-07, -1.787428e-06, -5.704909e-06, -2.937205e-06, -6.214199e-07, 
-1.228772e-06, -2.170764e-06, 1.819767e-06, 1.912034e-06, 5.080170e-07, -1.740357e-06, -3.594873e-07, 3.841312e-07, -3.718536e-06, -4.891832e-07, 
2.300782e-06, 2.198824e-06, -1.078073e-06, -2.466019e-06, -3.573676e-06, -3.848101e-06, -2.190263e-06, -3.281700e-06, -1.923668e-06, -1.738442e-06, 
2.217458e-08, 1.312742e-06, 9.481482e-08, -2.755276e-06, 6.439940e-07, 3.128688e-07, 4.739537e-07, 2.035329e-06, -3.558030e-06, -2.178713e-06, 
-1.931736e-06, -2.458542e-06, -2.063836e-06, 1.184117e-07, 3.556496e-07, -7.521979e-07, -6.035347e-07, -7.380692e-08, 9.855368e-07, 9.562159e-07, 
-1.858184e-06, -3.720658e-07, 4.871098e-06, 1.929147e-06, 1.991768e-06, -2.022306e-07, 4.124267e-06, 4.173782e-06, 2.729219e-06, 3.993243e-06, 
2.922961e-06, 2.653469e-06, -3.643574e-07, -1.848798e-06, 1.699880e-06, 1.589180e-06, 3.588452e-06, 2.267603e-06, 1.261603e-06, 1.259925e-06, 
-6.058856e-06, -9.082878e-06, -1.455071e-06, 2.861549e-06, 7.467853e-06, 3.396527e-06, -1.225741e-06, 2.373943e-07, -1.795546e-07, -2.588761e-06, 
-1.366409e-06, -1.751281e-06, 1.291910e-06, -1.266829e-06, -1.538324e-06, 5.906799e-07, 9.170741e-07, 6.168942e-07, 1.021201e-05, 4.636920e-06, 
-7.257185e-07, -4.497757e-06, 5.314718e-07, 9.033956e-07, -4.418812e-07, 2.347152e-06, 6.253637e-06, 3.190175e-06, -4.234904e-06, -4.287510e-06, 
3.803084e-07, -6.521641e-07, -2.542117e-06, -4.666890e-06, -4.392472e-06, -1.096090e-06, 1.820546e-06, 1.889754e-06, -2.202512e-06, -5.013079e-07, 
-1.056402e-06, -2.352923e-06, 1.288588e-06, 6.328467e-07, 1.389511e-06, 1.843638e-06, -1.424438e-06, 8.000884e-07, -3.834931e-06, -3.437289e-06, 
2.533759e-06, 1.592114e-06, -1.995354e-07, -3.158337e-07, -2.294426e-07, 1.076161e-06, -1.165465e-07, -1.553467e-06, 2.227787e-06, 4.232816e-06, 
-1.656252e-06, -3.621962e-06, -3.070667e-06, 2.191433e-08, 1.195024e-06, 6.036470e-07, -4.986796e-06, 9.821624e-07, 1.633589e-06, -5.005185e-07, 
-2.087573e-06, -1.734078e-06, -3.194319e-07, 7.896001e-07, -6.529196e-06, -1.006994e-06, -5.879890e-07, 1.567741e-07, -5.853519e-07, 1.635204e-06, 
2.212911e-07, -9.901008e-07, -3.201314e-06, -8.158012e-07, 1.138970e-06, 1.190296e-06, -1.925274e-07, 2.172206e-06, 5.028582e-06, 1.347845e-06, 
